# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Aug  5 15:56:09 2019
#
# User preference: *
#
# CONSTRAINT:  order by fpl_hostname asc
#
# COLUMN fpl_hostname:   Host Name
# COLUMN fpl_letter:     Planet Letter
# COLUMN fpl_name:       Planet Name
# COLUMN fpl_discmethod: Discovery Method
# COLUMN fpl_controvflag: Controversial Flag
# COLUMN fpl_disc:       Year of Discovery
# COLUMN fpl_orbper:     Orbital Period [days]
# COLUMN fpl_smax:       Orbit Semi-Major Axis [AU]
# COLUMN fpl_eccen:      Eccentricity
# COLUMN fpl_bmasse:     Planet Mass or M*sin(i) [Earth mass]
# COLUMN fpl_bmassprov:  Planet Mass or M*sin(i) Provenance
# COLUMN fpl_rade:       Planet Radius [Earth radii]
# COLUMN fpl_dens:       Planet Density [g/cm**3]
# COLUMN fpl_eqt:        Equilibrium Temperature [K]
# COLUMN fpl_tranflag:   Planet Transit Flag
# COLUMN fpl_cbflag:     Planet Circumbinary Flag
# COLUMN fpl_snum:       Number of Stars in System
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN fst_dist:       Distance [pc]
# COLUMN fst_optmag:     Optical Magnitude [mag]
# COLUMN fst_optmagband: Optical Magnitude Band
# COLUMN fst_nirmag:     Near-IR Magnitude [mag]
# COLUMN fst_nirmagband: Near-IR Magnitude Band
# COLUMN fst_spt:        Spectral Type
# COLUMN fst_teff:       Effective Temperature [K]
# COLUMN fst_logg:       Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN fst_lum:        Stellar Luminosity [log10(Solar luminosity)]
# COLUMN fst_mass:       Stellar Mass [Solar mass]
# COLUMN fst_rad:        Stellar Radius [Solar radii]
# COLUMN fst_met:        Stellar Metallicity [dex]
# COLUMN fst_metratio:   Metallicity Ratio
# COLUMN fst_age:        Stellar Age [Gyr]
#
loc_rowid,fpl_hostname,fpl_letter,fpl_name,fpl_discmethod,fpl_controvflag,fpl_disc,fpl_orbper,fpl_smax,fpl_eccen,fpl_bmasse,fpl_bmassprov,fpl_rade,fpl_dens,fpl_eqt,fpl_tranflag,fpl_cbflag,fpl_snum,ra_str,ra,dec_str,dec,fst_dist,fst_optmag,fst_optmagband,fst_nirmag,fst_nirmagband,fst_spt,fst_teff,fst_logg,fst_lum,fst_mass,fst_rad,fst_met,fst_metratio,fst_age
2906,Kepler-430,c,Kepler-430 c,Transit,0,2015,110.97900000,0.475700,,3.71000,M-R relationship,1.750,3.80000,458,1,0,1,19h31m14.07s,292.808636,+49d34m46.0s,49.579445,942.26,13.814,G (Gaia),12.391,Ks (2MASS),,5884.00,4.15,0.294,1.17,1.49,0.200,[Fe/H],5.130
2907,Kepler-431,b,Kepler-431 b,Transit,0,2015,6.80300000,0.071900,,0.37000,M-R relationship,0.764,4.56000,1032,1,0,1,18h44m26.96s,281.112335,+43d13m40.0s,43.227789,493.44,11.929,G (Gaia),10.649,Ks (2MASS),,6004.00,4.40,0.483,1.07,1.09,0.070,[Fe/H],4.270
2908,Kepler-431,c,Kepler-431 c,Transit,0,2015,8.70300000,0.084700,,0.22900,M-R relationship,0.668,4.22000,951,1,0,1,18h44m26.96s,281.112335,+43d13m40.0s,43.227789,493.44,11.929,G (Gaia),10.649,Ks (2MASS),,6004.00,4.40,0.483,1.07,1.09,0.070,[Fe/H],4.270
2909,Kepler-431,d,Kepler-431 d,Transit,0,2015,11.92200000,0.104500,,1.41000,M-R relationship,1.110,5.67000,856,1,0,1,18h44m26.96s,281.112335,+43d13m40.0s,43.227789,493.44,11.929,G (Gaia),10.649,Ks (2MASS),,6004.00,4.40,0.483,1.07,1.09,0.070,[Fe/H],4.270
2910,Kepler-432,b,Kepler-432 b,Transit,0,2015,52.50112900,0.301000,0.513400,1719.46030,Mass,12.834,4.46000,,1,0,1,19h33m07.73s,293.282206,+48d17m09.2s,48.285900,870.00,12.465,V (Johnson),10.121,Ks (2MASS),,4995.00,3.35,0.926,1.32,4.06,-0.070,[m/H],4.200
2911,Kepler-432,c,Kepler-432 c,Radial Velocity,0,2015,406.20000000,,0.498000,772.32690,Msini,13.300,1.80000,,0,0,1,19h33m07.73s,293.282206,+48d17m09.2s,48.285900,870.00,12.465,V (Johnson),10.121,Ks (2MASS),,4995.00,3.35,0.926,1.32,4.06,-0.070,[m/H],4.200
2912,Kepler-433,b,Kepler-433 b,Transit,0,2015,5.33408384,0.067900,0.119000,896.24000,Mass,16.250,1.13000,1776,1,0,1,19h50m22.48s,297.593651,+40d58m38.2s,40.977268,1870.00,14.416,G (Gaia),12.826,Ks (2MASS),,6360.00,3.89,0.880,1.46,2.26,-0.010,[Fe/H],2.670
2913,Kepler-434,b,Kepler-434 b,Transit,0,2015,12.87470990,0.114300,0.131000,908.96000,Mass,12.670,2.40000,1000,1,0,1,19h34m20.73s,293.586381,+42d55m44.1s,42.928913,1240.00,14.500,G (Gaia),13.039,Ks (2MASS),,5977.00,4.24,0.330,1.20,1.38,0.250,[Fe/H],4.000
2914,Kepler-435,b,Kepler-435 b,Transit,0,2015,8.60015360,0.094800,0.114000,266.97000,Mass,22.310,0.13100,1729,1,0,1,19h29m08.96s,292.287328,+43d11m50.2s,43.197281,2070.00,13.604,G (Gaia),12.291,Ks (2MASS),,6161.00,3.61,1.129,1.54,3.21,-0.180,[Fe/H],2.250
2915,Kepler-436,b,Kepler-436 b,Transit,0,2015,64.00205000,0.339000,0.190000,7.90000,M-R relationship,2.730,2.13000,,1,0,1,20h06m52.98s,301.720753,+44d24m43.4s,44.412063,618.00,15.862,G (Gaia),13.333,Ks (2MASS),,4651.00,4.62,-0.701,0.73,0.70,0.010,[Fe/H],3.000
2916,Kepler-436,c,Kepler-436 c,Transit,0,2016,16.79713874,,,6.04000,M-R relationship,2.330,2.62000,,1,0,1,20h06m52.98s,301.720753,+44d24m43.4s,44.412063,618.00,15.862,G (Gaia),13.333,Ks (2MASS),,4651.00,4.62,-0.701,0.73,0.70,0.010,[Fe/H],3.000
2917,Kepler-437,b,Kepler-437 b,Transit,0,2015,66.65062000,0.288000,0.020000,5.22000,M-R relationship,2.140,2.93000,,1,0,1,19h49m23.37s,297.347393,+44d01m37.0s,44.026947,417.00,14.362,G (Gaia),11.847,Ks (2MASS),,4551.00,4.63,-0.762,0.71,0.68,0.000,[Fe/H],2.900
2918,Kepler-438,b,Kepler-438 b,Transit,0,2015,35.23319000,0.166000,0.030000,1.46000,M-R relationship,1.120,5.71000,,1,0,1,18h46m34.99s,281.645806,+41d57m03.9s,41.951092,145.00,14.485,G (Gaia),11.199,Ks (2MASS),,3748.00,4.74,-1.357,0.54,0.52,0.160,[Fe/H],4.400
2919,Kepler-439,b,Kepler-439 b,Transit,0,2015,178.13960000,0.563000,0.030000,5.65000,M-R relationship,2.240,2.76000,,1,0,1,18h43m12.38s,280.801566,+44d02m02.4s,44.033994,693.00,14.545,G (Gaia),12.919,Ks (2MASS),,5431.00,4.51,-0.236,0.88,0.87,0.020,[Fe/H],7.200
2920,Kepler-44,b,Kepler-44 b,Transit,0,2011,3.24672930,0.044600,0.066000,317.82000,Mass,12.220,0.93000,1544,1,0,1,20h00m24.56s,300.102352,+45d45m43.7s,45.762142,1229.15,14.690,G (Gaia),12.878,Ks (2MASS),G2 IV,5800.00,4.22,0.213,1.12,1.35,0.150,[Fe/H],5.800
2921,Kepler-440,b,Kepler-440 b,Transit,0,2015,101.11141000,0.242000,0.340000,4.12000,M-R relationship,1.860,3.52000,,1,0,1,19h01m23.99s,285.349952,+41d27m07.9s,41.452206,261.00,15.106,G (Gaia),12.121,Ks (2MASS),,4134.00,4.71,-1.102,0.57,0.56,-0.300,[Fe/H],1.300
2922,Kepler-441,b,Kepler-441 b,Transit,0,2015,207.24820000,0.640000,0.100000,3.33000,M-R relationship,1.640,4.15000,,1,0,1,18h58m16.06s,284.566904,+49d00m45.2s,49.012546,284.00,15.135,G (Gaia),12.288,Ks (2MASS),,4340.00,4.71,-1.051,0.57,0.55,-0.570,[Fe/H],1.900
2923,Kepler-442,b,Kepler-442 b,Transit,0,2015,112.30530000,0.409000,0.040000,2.36000,M-R relationship,1.340,5.39000,,1,0,1,19h01m27.98s,285.366589,+39d16m48.3s,39.280081,342.00,14.930,G (Gaia),12.488,Ks (2MASS),,4402.00,4.67,-0.932,0.61,0.60,-0.370,[Fe/H],2.900
2924,Kepler-443,b,Kepler-443 b,Transit,0,2015,177.66930000,0.495000,0.110000,6.04000,M-R relationship,2.330,2.62000,,1,0,1,19h14m26.53s,288.610544,+49d58m07.1s,49.968632,779.00,15.901,G (Gaia),13.815,Ks (2MASS),,4723.00,4.61,-0.664,0.74,0.71,-0.010,[Fe/H],3.200
2925,Kepler-444,b,Kepler-444 b,Transit,0,2015,3.60010530,0.041780,0.160000,0.03740,M-R relationship,0.403,3.14000,,1,0,3,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,36.48,8.880,V (Johnson),6.703,Ks (2MASS),K,5046.00,4.56,-0.430,0.76,0.75,-0.550,[Fe/H],11.230
2926,Kepler-444,c,Kepler-444 c,Transit,0,2015,4.54588410,0.048810,0.310000,0.07930,M-R relationship,0.497,3.55000,,1,0,3,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,36.48,8.880,V (Johnson),6.703,Ks (2MASS),K,5046.00,4.56,-0.430,0.76,0.75,-0.550,[Fe/H],11.230
2927,Kepler-444,d,Kepler-444 d,Transit,0,2015,6.18939200,0.060000,0.180000,0.20000,Mass,0.530,7.90000,,1,0,3,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,36.48,8.880,V (Johnson),6.703,Ks (2MASS),K,5046.00,4.56,-0.430,0.76,0.75,-0.550,[Fe/H],11.230
2928,Kepler-444,e,Kepler-444 e,Transit,0,2015,7.74349300,0.069600,0.100000,0.10000,Mass,0.546,4.80000,,1,0,3,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,36.48,8.880,V (Johnson),6.703,Ks (2MASS),K,5046.00,4.56,-0.430,0.76,0.75,-0.550,[Fe/H],11.230
2929,Kepler-444,f,Kepler-444 f,Transit,0,2015,9.74048600,0.081100,0.290000,0.33200,M-R relationship,0.741,4.48000,,1,0,3,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,36.48,8.880,V (Johnson),6.703,Ks (2MASS),K,5046.00,4.56,-0.430,0.76,0.75,-0.550,[Fe/H],11.230
2930,Kepler-445,b,Kepler-445 b,Transit,0,2015,2.98415100,,0.000000,3.12000,M-R relationship,1.580,4.35000,,1,0,1,19h54m56.66s,298.736067,+46d29m54.8s,46.498552,90.00,16.716,G (Gaia),12.610,Ks (2MASS),M4,3157.00,4.83,-1.939,0.18,0.21,0.270,[Fe/H],6.610
2931,Kepler-445,c,Kepler-445 c,Transit,0,2015,4.87122900,,0.000000,6.85000,M-R relationship,2.510,2.38000,,1,0,1,19h54m56.66s,298.736067,+46d29m54.8s,46.498552,90.00,16.716,G (Gaia),12.610,Ks (2MASS),M4,3157.00,4.83,-1.939,0.18,0.21,0.270,[Fe/H],6.610
2932,Kepler-445,d,Kepler-445 d,Transit,0,2015,8.15275000,,0.000000,2.10000,M-R relationship,1.250,5.91000,,1,0,1,19h54m56.66s,298.736067,+46d29m54.8s,46.498552,90.00,16.716,G (Gaia),12.610,Ks (2MASS),M4,3157.00,4.83,-1.939,0.18,0.21,0.270,[Fe/H],6.610
2933,Kepler-446,b,Kepler-446 b,Transit,0,2015,1.56540900,,0.000000,2.86000,M-R relationship,1.500,4.66000,,1,0,1,18h49m00.05s,282.250207,+44d55m16.0s,44.921102,120.00,16.310,G (Gaia),12.827,Ks (2MASS),M4,3359.00,4.87,-2.000,0.22,0.24,-0.300,[Fe/H],3.720
2934,Kepler-446,c,Kepler-446 c,Transit,0,2015,3.03617900,,0.000000,1.41000,M-R relationship,1.110,5.67000,,1,0,1,18h49m00.05s,282.250207,+44d55m16.0s,44.921102,120.00,16.310,G (Gaia),12.827,Ks (2MASS),M4,3359.00,4.87,-2.000,0.22,0.24,-0.300,[Fe/H],3.720
2935,Kepler-446,d,Kepler-446 d,Transit,0,2015,5.14892100,,0.000000,2.39000,M-R relationship,1.350,5.34000,,1,0,1,18h49m00.05s,282.250207,+44d55m16.0s,44.921102,120.00,16.310,G (Gaia),12.827,Ks (2MASS),M4,3359.00,4.87,-2.000,0.22,0.24,-0.300,[Fe/H],3.720
2936,Kepler-447,b,Kepler-447 b,Transit,0,2015,7.79430132,0.076900,0.123000,435.41000,Mass,18.490,0.40000,,1,0,1,19h01m04.46s,285.268586,+48d33m36.0s,48.560013,270.12,12.379,G (Gaia),10.806,Ks (2MASS),G8 V,5493.00,4.40,-0.204,1.00,1.05,0.070,[Fe/H],2.690
2937,Kepler-449,b,Kepler-449 b,Transit,0,2015,12.58242000,,0.030000,4.88000,M-R relationship,2.056,3.09000,,1,0,1,19h34m55.88s,293.732821,+41d54m03.0s,41.900829,279.00,11.226,G (Gaia),9.701,Ks (2MASS),,5654.00,4.09,0.298,0.97,1.47,0.040,[Fe/H],9.770
2938,Kepler-449,c,Kepler-449 c,Transit,0,2015,33.67270000,,0.050000,8.07000,M-R relationship,2.764,2.10000,,1,0,1,19h34m55.88s,293.732821,+41d54m03.0s,41.900829,279.00,11.226,G (Gaia),9.701,Ks (2MASS),,5654.00,4.09,0.298,0.97,1.47,0.040,[Fe/H],9.770
2939,Kepler-45,b,Kepler-45 b,Transit,0,2011,2.45523900,0.030000,0.110000,160.49700,Mass,10.760,0.80000,1000,1,0,1,19h31m29.50s,292.872900,+41d03m51.3s,41.064261,333.00,16.880,V (Johnson),12.892,Ks (2MASS),M,3820.00,4.70,-1.073,0.59,0.55,0.280,[Fe/H],0.500
2940,Kepler-450,b,Kepler-450 b,Transit,0,2015,28.45485100,,0.020000,31.30000,M-R relationship,6.140,0.74300,,1,0,1,19h41m56.76s,295.486509,+51d00m48.6s,51.013500,462.00,11.653,G (Gaia),10.429,Ks (2MASS),,6263.00,4.17,0.531,1.35,1.57,0.200,[Fe/H],3.020
2941,Kepler-450,c,Kepler-450 c,Transit,0,2015,15.41313500,,0.020000,7.37000,M-R relationship,2.620,2.25000,,1,0,1,19h41m56.76s,295.486509,+51d00m48.6s,51.013500,462.00,11.653,G (Gaia),10.429,Ks (2MASS),,6263.00,4.17,0.531,1.35,1.57,0.200,[Fe/H],3.020
2942,Kepler-450,d,Kepler-450 d,Transit,0,2015,7.51464000,,0.140000,0.51400,M-R relationship,0.837,4.82000,,1,0,1,19h41m56.76s,295.486509,+51d00m48.6s,51.013500,462.00,11.653,G (Gaia),10.429,Ks (2MASS),,6263.00,4.17,0.531,1.35,1.57,0.200,[Fe/H],3.020
2943,Kepler-452,b,Kepler-452 b,Transit,1,2015,384.84300000,1.046000,,3.29000,M-R relationship,1.630,4.17000,265,1,0,1,19h44m00.89s,296.003688,+44d16m39.2s,44.277561,560.62,13.405,G (Gaia),11.852,Ks (2MASS),G2,5757.00,4.32,0.020,1.04,1.11,0.210,[Fe/H],6.000
2944,Kepler-453,b,Kepler-453 b,Transit,0,2015,240.50300000,0.790300,0.035900,16.00000,Mass,6.204,,,1,1,2,18h52m57.91s,283.241297,+46d22m42.5s,46.378471,448.58,13.523,G (Gaia),11.920,Ks (2MASS),,5527.00,4.57,-0.221,0.94,0.83,0.090,[m/H],2.490
2945,Kepler-454,b,Kepler-454 b,Transit,0,2015,10.57000000,0.095400,0.000000,6.35660,Mass,2.354,2.76000,,1,0,1,19h09m54.85s,287.478529,+38d13m43.9s,38.228866,232.41,11.570,V (Johnson),9.968,Ks (2MASS),,5701.00,4.37,0.032,0.85,1.05,0.270,[Fe/H],4.270
2946,Kepler-454,c,Kepler-454 c,Radial Velocity,0,2015,523.90000000,,0.021400,1417.52180,Msini,12.900,3.63000,,0,0,1,19h09m54.85s,287.478529,+38d13m43.9s,38.228866,232.41,11.570,V (Johnson),9.968,Ks (2MASS),,5701.00,4.37,0.032,0.85,1.05,0.270,[Fe/H],4.270
2947,KIC 9663113,c,Kepler-458 c,Transit,0,2016,20.74028413,,,16.40000,M-R relationship,4.200,1.22000,,1,0,1,19h48m10.90s,297.045421,+46d19m43.3s,46.328701,1670.88,13.907,G (Gaia),12.502,Ks (2MASS),,6065.00,4.42,0.755,0.98,1.03,-0.280,[Fe/H],
2948,Kepler-46,b,Kepler-46 b,Transit,0,2012,33.60134000,0.196800,0.010000,1907.00000,Mass,9.057,14.00000,543,1,0,1,19h17m04.50s,289.268744,+42d36m15.0s,42.604176,794.54,15.255,G (Gaia),13.347,Ks (2MASS),,5309.00,4.58,-0.387,0.92,0.79,0.370,[Fe/H],9.700
2949,Kepler-46,c,Kepler-46 c,Transit Timing Variations,0,2012,57.01100000,0.279900,0.014600,119.49900,Mass,13.500,0.26700,455,1,0,1,19h17m04.50s,289.268744,+42d36m15.0s,42.604176,794.54,15.255,G (Gaia),13.347,Ks (2MASS),,5309.00,4.58,-0.387,0.92,0.79,0.370,[Fe/H],9.700
2950,Kepler-46,d,Kepler-46 d,Transit,0,2014,6.76658900,0.067000,,3.33000,M-R relationship,1.640,4.15000,,1,0,1,19h17m04.50s,289.268744,+42d36m15.0s,42.604176,794.54,15.255,G (Gaia),13.347,Ks (2MASS),,5309.00,4.58,-0.387,0.92,0.79,0.370,[Fe/H],9.700
2951,KIC 5437945,c,Kepler-460 c,Transit,0,2016,220.13033570,,,26.10000,M-R relationship,5.520,0.85300,,1,0,1,19h13m53.97s,288.474857,+40d39m04.9s,40.651357,1322.48,13.751,G (Gaia),12.367,Ks (2MASS),,6340.00,4.16,0.612,1.07,1.24,-0.380,[Fe/H],3.160
2952,Kepler-461,b,Kepler-461 b,Transit,0,2016,8.31378306,,,7.18000,M-R relationship,2.580,2.30000,,1,0,1,19h28m59.78s,292.249069,+46d09m53.5s,46.164867,468.00,13.333,G (Gaia),11.917,Ks (2MASS),,5634.00,4.51,0.236,0.98,0.91,0.040,[Fe/H],2.510
2953,Kepler-462,b,Kepler-462 b,Transit,0,2016,84.68798080,,,13.70000,M-R relationship,3.770,1.40000,,1,0,1,19h59m17.08s,299.821155,+43d48m51.4s,43.814274,733.00,11.615,G (Gaia),10.851,Ks (2MASS),,7070.00,4.02,0.785,1.59,2.04,-0.060,[Fe/H],1.450
2954,Kepler-463,b,Kepler-463 b,Transit,0,2016,8.98101683,,,9.53000,M-R relationship,3.050,1.85000,,1,0,1,19h55m44.89s,298.937046,+44d51m28.5s,44.857910,336.00,12.860,G (Gaia),11.209,Ks (2MASS),,5661.00,4.47,-0.054,0.87,0.90,-0.280,[Fe/H],7.410
2955,Kepler-464,b,Kepler-464 b,Transit,0,2016,7.25696522,,,10.90000,M-R relationship,3.300,1.67000,,1,0,1,19h39m20.44s,294.835173,+48d58m56.5s,48.982361,653.00,12.672,G (Gaia),11.338,Ks (2MASS),,5933.00,4.11,0.468,1.21,1.59,0.190,[Fe/H],4.900
2956,Kepler-465,b,Kepler-465 b,Transit,0,2016,9.94067247,,,9.01000,M-R relationship,2.950,1.93000,,1,0,1,18h58m13.37s,284.555720,+46d03m49.8s,46.063828,587.00,12.591,G (Gaia),11.456,Ks (2MASS),,6310.00,4.31,0.326,1.23,1.29,0.090,[Fe/H],2.190
2957,Kepler-466,b,Kepler-466 b,Transit,0,2016,51.07926307,,,8.50000,M-R relationship,2.850,2.02000,,1,0,1,19h42m35.69s,295.648711,+48d29m44.0s,48.495564,436.00,12.763,G (Gaia),11.367,Ks (2MASS),,5927.00,4.42,-0.067,1.04,1.05,-0.010,[Fe/H],3.470
2958,Kepler-466,c,Kepler-466 c,Transit,0,2016,3.70921385,,,2.10000,M-R relationship,1.250,5.91000,,1,0,1,19h42m35.69s,295.648711,+48d29m44.0s,48.495564,436.00,12.763,G (Gaia),11.367,Ks (2MASS),,5927.00,4.42,-0.067,1.04,1.05,-0.010,[Fe/H],3.470
2959,Kepler-467,b,Kepler-467 b,Transit,0,2016,24.99324193,,,5.69000,M-R relationship,2.250,2.74000,,1,0,1,19h09m27.08s,287.362816,+38d38m58.6s,38.649619,458.00,12.359,G (Gaia),10.897,Ks (2MASS),,5809.00,4.18,0.280,1.05,1.37,0.060,[Fe/H],8.130
2960,Kepler-468,b,Kepler-468 b,Transit,0,2016,38.47875707,,,,,13.340,,,1,0,1,19h15m36.54s,288.902240,+49d22m13.8s,49.370487,474.00,13.730,G (Gaia),12.029,Ks (2MASS),,5498.00,4.54,-0.297,0.96,0.87,0.100,[Fe/H],2.000
2961,Kepler-47,b,Kepler-47 b,Transit,0,2012,49.46430000,0.287700,0.021000,2.07000,Mass,3.050,0.40000,,1,1,2,19h41m11.50s,295.297916,+46d55m13.7s,46.920467,1055.33,15.163,G (Gaia),13.535,Ks (2MASS),,5636.00,4.49,-0.144,0.96,0.94,-0.250,[m/H],
2962,Kepler-47,c,Kepler-47 c,Transit,0,2012,303.22700000,0.963800,0.044000,3.17000,Mass,4.650,0.17000,,1,1,2,19h41m11.50s,295.297916,+46d55m13.7s,46.920467,1055.33,15.163,G (Gaia),13.535,Ks (2MASS),,5636.00,4.49,-0.144,0.96,0.94,-0.250,[m/H],
2963,Kepler-47,d,Kepler-47 d,Transit,0,2019,187.36600000,0.699200,0.024000,19.02000,Mass,7.040,0.30000,,1,1,2,19h41m11.50s,295.297916,+46d55m13.7s,46.920467,1055.33,15.163,G (Gaia),13.535,Ks (2MASS),,5636.00,4.49,-0.144,0.96,0.94,-0.250,[m/H],
2964,Kepler-470,b,Kepler-470 b,Transit,0,2016,24.66919569,,,35600.00000,M-R relationship,14.440,65.00000,,1,0,1,19h48m02.27s,297.009440,+50d22m20.3s,50.372314,989.00,13.161,G (Gaia),12.034,Ks (2MASS),,6613.00,4.14,0.559,1.40,1.66,0.040,[Fe/H],1.860
2965,Kepler-471,b,Kepler-471 b,Transit,0,2016,5.01423457,,,37000.00000,M-R relationship,14.960,60.70000,,1,0,1,19h56m23.41s,299.097540,+43d29m51.3s,43.497593,1373.00,13.789,G (Gaia),12.562,Ks (2MASS),,6733.00,4.10,0.577,1.49,1.80,0.070,[Fe/H],1.580
2966,Kepler-472,b,Kepler-472 b,Transit,0,2016,4.17625551,,,10.50000,M-R relationship,3.220,1.73000,,1,0,1,19h46m05.83s,296.524306,+39d14m59.2s,39.249776,302.00,13.670,G (Gaia),11.461,Ks (2MASS),,4996.00,4.59,-0.575,0.85,0.78,0.160,[Fe/H],2.690
2967,Kepler-473,b,Kepler-473 b,Transit,0,2016,14.55731705,,,15.60000,M-R relationship,4.080,1.26000,,1,0,1,19h06m31.22s,286.630094,+38d56m44.2s,38.945605,641.00,13.369,G (Gaia),11.731,Ks (2MASS),,5816.00,4.21,0.467,1.06,1.34,0.120,[Fe/H],6.920
2968,Kepler-474,b,Kepler-474 b,Transit,0,2016,5.66067294,,,9.59000,M-R relationship,3.060,1.84000,,1,0,1,19h29m17.16s,292.321516,+43d52m52.2s,43.881168,568.00,13.469,G (Gaia),11.910,Ks (2MASS),,5785.00,4.36,0.361,0.99,1.08,-0.010,[Fe/H],6.760
2969,Kepler-475,b,Kepler-475 b,Transit,0,2016,3.10550819,,,6.76000,M-R relationship,2.490,2.41000,,1,0,1,19h08m12.41s,287.051707,+40d12m41.5s,40.211542,280.00,13.316,G (Gaia),11.241,Ks (2MASS),,5009.00,4.58,-0.506,0.86,0.79,0.210,[Fe/H],2.690
2970,Kepler-476,b,Kepler-476 b,Transit,0,2016,14.00640607,,,9.69000,M-R relationship,3.080,1.82000,,1,0,1,19h40m39.32s,295.163817,+43d57m47.0s,43.963047,687.00,13.860,G (Gaia),12.297,Ks (2MASS),,5837.00,4.38,0.095,1.03,1.09,0.040,[Fe/H],5.370
2971,Kepler-477,b,Kepler-477 b,Transit,0,2016,11.11990653,,,4.94000,M-R relationship,2.070,3.06000,,1,0,1,19h12m16.22s,288.067594,+42d21m19.3s,42.355367,367.00,13.536,Kepler-band,11.729,Ks (2MASS),,5240.00,4.58,-0.372,0.87,0.79,-0.040,[Fe/H],2.090
2972,Kepler-478,b,Kepler-478 b,Transit,0,2016,13.22175760,,,7.80000,M-R relationship,2.710,2.15000,,1,0,1,19h29m56.87s,292.486944,+46d11m46.4s,46.196213,420.00,13.967,G (Gaia),12.005,Ks (2MASS),,5210.00,4.56,-0.371,0.85,0.80,-0.030,[Fe/H],4.900
2973,Kepler-479,b,Kepler-479 b,Transit,0,2016,12.49341307,,,5.14000,M-R relationship,2.120,2.96000,,1,0,1,19h24m05.24s,291.021852,+37d46m11.3s,37.769803,371.00,13.544,G (Gaia),11.716,Ks (2MASS),,5247.00,4.56,-0.428,0.86,0.81,-0.020,[Fe/H],4.270
2974,Kepler-48,b,Kepler-48 b,Transit,0,2012,4.77800000,,,3.94000,Mass,1.880,3.23000,,1,0,1,19h56m33.41s,299.139212,+40d56m56.5s,40.949020,309.47,13.077,G (Gaia),11.221,Ks (2MASS),,5194.00,4.49,-0.345,0.88,0.89,0.170,[Fe/H],3.140
2975,Kepler-48,c,Kepler-48 c,Transit,0,2012,9.67395000,,,14.61000,Mass,2.710,4.01000,,1,0,1,19h56m33.41s,299.139212,+40d56m56.5s,40.949020,309.47,13.077,G (Gaia),11.221,Ks (2MASS),,5194.00,4.49,-0.345,0.88,0.89,0.170,[Fe/H],3.140
2976,Kepler-48,d,Kepler-48 d,Transit,0,2014,42.89610000,,,7.93000,Mass,2.040,5.08000,,1,0,1,19h56m33.41s,299.139212,+40d56m56.5s,40.949020,309.47,13.077,G (Gaia),11.221,Ks (2MASS),,5194.00,4.49,-0.345,0.88,0.89,0.170,[Fe/H],3.140
2977,Kepler-48,e,Kepler-48 e,Radial Velocity,0,2014,982.00000000,,,657.00000,Mass,13.400,1.50000,,0,0,1,19h56m33.41s,299.139212,+40d56m56.5s,40.949020,309.47,13.077,G (Gaia),11.221,Ks (2MASS),,5194.00,4.49,-0.345,0.88,0.89,0.170,[Fe/H],3.140
2978,Kepler-480,b,Kepler-480 b,Transit,0,2016,4.91958380,,,8.15000,M-R relationship,2.780,2.08000,,1,0,1,19h37m51.34s,294.463900,+49d45m54.2s,49.765047,806.00,13.211,G (Gaia),12.065,Ks (2MASS),,6322.00,4.28,0.457,1.25,1.34,0.110,[Fe/H],2.340
2979,Kepler-481,b,Kepler-481 b,Transit,0,2016,10.06082567,,,6.80000,M-R relationship,2.500,2.39000,,1,0,1,19h27m37.69s,291.907032,+49d15m43.4s,49.262054,713.00,13.815,G (Gaia),12.383,Ks (2MASS),,5802.00,4.36,0.188,1.01,1.09,0.030,[Fe/H],6.170
2980,Kepler-482,b,Kepler-482 b,Transit,0,2016,56.35418576,,,6.17000,M-R relationship,2.360,2.58000,,1,0,1,19h47m17.50s,296.822898,+48d06m27.2s,48.107555,290.00,13.762,G (Gaia),11.536,Ks (2MASS),,4871.00,4.60,-0.578,0.75,0.72,-0.130,[Fe/H],6.030
2981,Kepler-483,b,Kepler-483 b,Transit,0,2016,30.22910400,,,10.40000,M-R relationship,3.210,1.73000,,1,0,1,19h26m35.22s,291.646758,+41d53m04.8s,41.884663,953.00,13.389,G (Gaia),12.222,Ks (2MASS),,6346.00,4.21,0.399,1.28,1.47,0.090,[Fe/H],2.630
2982,Kepler-484,b,Kepler-484 b,Transit,0,2016,10.04556931,,,5.82000,M-R relationship,2.280,2.70000,,1,0,1,18h57m34.63s,284.394304,+46d14m56.7s,46.249081,377.00,13.000,G (Gaia),11.482,Ks (2MASS),,5668.00,4.54,-0.144,0.96,0.87,-0.100,[Fe/H],1.480
